150,375.806667,390.686667,259.786667,116.020000,130.900000,-14.880000
150,391.860000,370.406667,252.066667,139.793333,118.340000,21.453333
150,385.293333,386.100000,260.113333,125.180000,125.986667,-0.806667
150,365.400000,401.406667,266.360000,99.040000,135.046667,-36.006667
150,385.786667,391.106667,262.686667,123.100000,128.420000,-5.320000
150,419.380000,420.580000,298.340000,121.040000,122.240000,-1.200000
150,377.980000,390.433333,270.233333,107.746667,120.200000,-12.453333
150,361.993333,363.760000,249.193333,112.800000,114.566667,-1.766667
150,421.633333,423.286667,303.866667,117.766667,119.420000,-1.653333
150,429.446667,411.340000,297.466667,131.980000,113.873333,18.106667
150,383.560000,394.960000,265.953333,117.606667,129.006667,-11.400000
150,385.946667,402.533333,266.353333,119.593333,136.180000,-16.586667
